id,rating,review,extra,assessment,workload,date
5358,837,"well, you already know...Sidorsky is OLD...he has a watch that talks to him so that he can tell time; he writes chicken scratch on the board that he randomly points to during class, and he REPEATS, REPEATS, REPEATS to the point where sometimes you feel like shooting yourseld. Nonetheless, at the end of the class, you come away with a REAL understanding of what these philosophers said...something I can't say about CC. Take the class if the subject mattter interets you; feel free to skip a few classes (But not too many) and you'll be fine.",,"2 one pages response papers (not graded, absolute cake) midterm, final (i think the class voted on this, but it's pretty much what sidorsky promotes unless someone comes up with another method). Midterm and final are EXTREMELY time-pressured, but grading's not too bad.",4,2003-04-27 00:00:00
26929,5705,"Alright.  There's a lot of fanfare around Professor Warren, but I think many reviewers may be buying into the hype. Warren is personable and friendly, but I'm not actually sure he knew all that much about the subject matter--wait, I take that back, there wasn't much to know about it. Let me do you a favor and tell you what you'll take away from class: labor power has been steadily decreasing for the past 60 years while the power of business to take manipulate of workers and take away benefits has increased. Done. You get an A!  I didn't do any of the readings and got an A (okay maybe I did one). 

I knew nothing about labor and walked away knowing everything about it, though. Warren did present the information in a very engaging way for such a boring topic, so he does get that credit as it's due. I'd recommend taking a class with him I guess, only about something more interesting than labor. ",209.2.221.54,some essays,3,2012-01-16 16:45:50
26572,2511,"Unless your engineering major requires it, try to avoid taking Signals and Systems with Professor Wang.

First off, this man has no soul.  According to some of my classmates, he merely acted like a ""typical Chinese professor,"" but I have had professors from the Mainland/Middle Kingdom who were incredibly creative, ingenious, inspiring, and motivating.  XW is none of those.

Xiaodong typically speaks into the blackboard from only several inches away.  His accented English is very good, except for his tendency to pronounce ""delta"" as ""derta.""  This is clearly not a deal-breaker, but you may also find his tendency to say ""this is just high school math,"" ""nothing more than..."", and ""Okay? Alright"" all extremely infuriating.  He writes extremely fast, and only uses two board panels, so that he has to erase material unnecessarily quickly.

I recommend that you make jokes (ideally non-disruptive) in class and ask questions to lighten the mood and encourage a modicum of Socratic dialogue.

My last criticism of XW's teaching style is that he just shows up to class on time, stares at the class until people slowly hush up, teaches class for 75 minutes straight, and then leaves.  He does not bother to show up to exams, and is sometimes condescending and dismissive at office hours.

However, Wang Laoshi does wear stylish Puma indoor soccer shoes...check it out if you need to be entertained mid-semester.

As for the positive parts of the course: this stuff is really useful.  Fourier and LaPlace transforms at first seem highly technical and complex in the very dense Lathi textbook, but once you struggle through the problem sets, and read the text in the soberest of moments, you will come to see the light.

In fact, the last class of the semester didn't cover any examples, but did a fly-through at Mach speed of all of the course material, from basic imaginary numbers all the way to LaPlace-generated block-diagrams of how to build highly-specified filters.

The beauty in which this course merges with Circuit Analysis at the end is both incredible and rewarding.  It makes all of the tedious, dense, analytic math seem worth the squeeze.

In comparison to a substitute instructor (while XW supposedly spent three class-sessions in China at a conference), XW is way more organized (we did still manage to joke that we hoped XW would be barred from re-entry at JFK Immigration at least until the final).  That said, the Greek substitute had far more of a sense of humor and presented the material in a far less rote, dry way.  That said, when you're going through your notes before a MT or exam, XW's organization pays off.

My final comment about this course is that many Asian foreigners (sadly not Asians born in this country, for the most part) seem to have been trained in some of this material as early as high school.  Sadly we westerners are mostly left out.  Thus, this course requires a bit of a jump in acuity from standard (advanced) Calc or Stats or Intro Circuits classes.  But once you take this class, you will feel far more confident about rocking Stats or Intermediate-to-Advanced Econ.  Just prepare to suffer unnecessarily thanks to WANG Xiaodong, since he seems to assume a lot of knowledge and acuity of his students (almost to the extent that he thinks they have seen all the material before).

The exams are tough but not impossible.  Prepare a good (permitted) cheat-sheet with as many formulae as you can cram in.  It will pay off.  Apparently this course was executed this year much better than last: more balanced and less challenging exams, and better feedback from TAs.

That said, I found myself wishing desperately on multiple occasions that Vallancourt or Zukowski could have taught us the material.


NighTalon, NYC, 12/2011",69.203.12.95,"Weekly problem sets are time consuming if you haven't read the text.  The text is very dense, so reading before class is not always useful.  However, exam problems are very similar to the stuff on the PSets, so preparing for exams should not be too tough, even though there are no practice exams.  There is a generous curve if you're in the top half of the class, but you will get shot down if you're not.",3,2011-12-13 20:33:01
28907,8075,"Thoroughly OK class. You know, the kind where the whole population shows up the first day to get the syllabus, then the population turns into an ever-dwindling sample as people start skipping. Come midterm time, it's like ""Whoa, where did all these people come from?"" But if you'd rather catch up on your Z's than brush up on your Z-Scores, that's fine. 

Seriously. I am 95% confident that Prof. Nguyen let us out 10 to 15 minutes early every class. And everything he covered in class is also clearly explained in the textbook. Hence, no need to attend class except to turn in homework and take tests. 

If you choose to attend this class faithfully (which I did), here's what to expect:

 - Prof. Nguyen speaks with an accent, but it's not too hard to understand.
 - His lectures consist of him reading powerpoints and scribbling notes/diagrams using
   messy handwriting. Not too hard to decipher, though.
 - He will answer questions in class. Sometimes, it's helpful.
 - He will ask questions in class. Usually, no one responds.
 - You will get out early.

Having had almost no background in statistics, I learned a good deal in this class. Once we got past the median, mean, mode stuff, we covered normal distributions and probability before taking the midterm. It got significantly harder after the midterm due to more advanced topics such as hypothesis testing and comparing means. Prof. Nguyen does a pretty decent job explaining things, and he's a nice guy. But the book is decent and nice too.

Like I said. Thoroughly OK class. No harm in taking it. If you have a background in stats, I would recommend a higher level course unless you take pleasure in skipping class all the time and getting an easy A. ",76.182.234.250,"- Homework problem sets straight from the book, 6 to 15 questions each; assigned at seemingly random times, maybe once every 2 weeks, I don't remember (25%)

- Midterm; fairly easy, average score was like 88 (35%)

- Final exam only covering the material after the midterm; harder than the midterm due to more challenging topics (40%)",3,2013-12-20 07:43:30
8929,3145,"So much of what sparks visual arts basic courses has to do with the dynamics of the students.  Whether  your class starts off a little shy and dry or stupid and silent or bright and talented in critiques, it will likely end that way and so the class sufferability in one sense will depend on you. Still, crits are fostered or smothered by the class response to the professor, in Coopers case, a stupid, snippy woman who simply does not, in my opinion, know how to run a succesful drawing class or create a productive atmosphere.  You may improve basic technique by the mere fact of practice, but if you're serious about art, skip out- you'll be stifled by the ridiculously boring and unconstructive critiques and stunted by the lack of exposure to a sophisticated intellectual artistic sensibility.  ",160.39.186.109,,1,2004-05-21 00:00:00
17761,5094,"I feel like some of the reviews are unnecessarily harsh. While I certainly did not like Felicity, I felt that she was a good person and genuinely tried to help students. In terms of how she controlled the class, however, she was pretty bad. The class routinely got off topic, and we did not discuss important topics that other classes covered in detail. There were very few classes that I actually learned things that I could not have gotten from a cursory read of the texts. One or two people dominated class discussion, and she did not do anything to alleviate this problem.

Outside of class, though, she was very helpful, especially when it came to paper writing. This is an easy class, but you don't really get much out of it.
",192.83.232.85,Not bad. I read maybe one of the books and ended up with an A.,3,2007-01-11 00:00:00
5057,1872,"Don't even think about having her as a professor for ANY CLASS. Don't mind the comments of the first year students taking Spanish 101 with her either b/c they are still fascinated with the idea of being here at Columbia. 
I'm a Spanish major and had to take this class, her section and although I received an A, I still regret it. She was VERY rude to students who didn't agree with what she was ""explaining."" Half of the time she was asking us how to pronounce words in English. Didn't care how much we learned. I am a senior with bad experiences with professors, but she is the worst (quality wise) that i've had in my four years. So DON'T. ",,"She was more interested in the details of the homework and it being late, than in what she gave for homework. ",1,2003-04-02 00:00:00
25766,7363,"  If you are a Post-Bacc, or a CHEM major, take this review into consideration.  

Robert Beer as a PERSON: 
  seemingly amusing and funny, makes jokes in class, looks like a distant cousin of Robert Downey Junior.  I feel like I want to be his friend.

  Robert Beer as a General Chemistry TEACHER:
  Completely 100% Sucky, Awful and BAD.

  He makes mistakes in lecture constantly and the TA's or, usually, other students, have to correct him.

  He rarely returns an e-mail.

  He is almost never on-time to office hours and often does NOT SHOW UP to his office hours.  I know two people that e-mailed to ask if they could meet him during a specified office hour and he did not respond the to the e-mail and also did not show up for even one minute of his office hours.

  Also.  He posts his notes on Courseworks.  His notes - the ones you're supposed to study from - are chalk full of mistakes. 

  If you are someone who goes to class, doesn't have many questions, and is just taking Chem b/c you have to take it and are maybe not necessarily interested in it as a subject, then this class is just fine.

  If you are a post-bacc, a chem major or someone who actually finds this stuff interesting and like to put in extra work, take another class b/c this professor does not put any effort into even pretending to care.

  Oh ya, also, he scheduled the third midterm on Passover this year which was the weekend after Easter, the holiday I celebrate; so instead of getting to spend time with my family b/c usually I go home for this holiday, or even getting to celebrate Easter for more than the 45 minutes I spent in Church, I got to sit in a library all day and look at my Chem textbook. Oh, I'm sorry, was it far too much trouble for you to look at a Calendar and see that the day ""April 25"" had the word 'Passover' in Big Bold letters? Or that 'April 24' had the word ""Easter""? I'm so sorry that was such a hassle, asking a Chem Professor to schedule exams accordingly so that they are not on religious holidays (like Columbia ASKS you to do) is really just far too much to ask.  

  Bottom line: He should not be teaching at an Ivy. I don't care where you got your PhD (i think he got his from MIT); be responsible and show up to office hours or answer an e-mail and stop making a million mistakes in class that other students correct (how confusing is that for the students that DONT get it??).

  ",98.14.165.157,"assigned upgraded 'homeworks', 6 quizzes only 1 is dropped (as opposed to 2 that were dropped in previous semesters), 3 midterms, i final. All doable if you study. Easy B, A takes some extra work.",2,2011-04-26 02:14:07
79758,9360,"This woman was easily the worst teacher I have ever had, and I spent two years in community college before attending Columbia. She will come in to the class each day, read directly off of slides (which are copied word for word from the text book) for 75 minutes, do no examples, give maybe 5-10 questions to study, and leave. I approached her with questions several times, and did not receive satisfactory answers. There was one day that she was not present for, so the TA taught that class, and he was a far better lecturer than her. The class actually applauded him at the end.

The icing on the cake is the fact that each day there is a ""pop quiz"" that covers the material being taught in class. That means that you have to have read and understood the relevant chapter in the book so that you can then come to class, have it read to you again word for word, and then be quizzed on it.

If not for the fact that I had to drop the course to preserve my GPA (taking a bunch of other math classes and have never gotten less than a B+ btw) I would have filed a formal complaint with the school.

She should not be teaching. Her contribution to the class is worth nothing. I highly recommend that you avoid this class.",184.152.171.183,"10%- ""Pop Quizzes""
30%- Midterm
30%- 2nd Midterm
30%- Final (Non-Cumulative)",1,2017-01-18 17:29:46
3253,1346,"I could not disagree more with the previous reviewer. I totally ADORED Susana and think she is the nicest, sweetest, and best teacher i have had at columbia. I learned so much spanish in one semester and am now able to really understand spanish!! She has inspired me to continue studying spanish. She made class fun, by bringing in spanish songs and poems, having us act out skits in spanish, and give presentations. Giving a presentation in spanish was a little challenging, but it really helped me work on my oral skills. I definitely hope to have her again! It was my favorite class last semester:)",,"Long quizes after every chapter, 3 short compositions, an easy midterm, final, and oral presentation. (standard workload for the intro class). She was a very easy grader and often helped you out if you didn't understand something on one of the quizes.",4,2002-09-22 00:00:00
26338,7555,"Pascale is an awesome french teacher. I was a little intimidated by her at first, but after a few weeks I got used to her sense of humor and really started to enjoy class. She really cares about her students, and tries to make class fun, or at least switch it up every once in awhile. She talks about culture a lot, which is a refreshing change of pace, and she loves to talk about Switzerland (where she is from). She's also very good at explaining grammar rules and very willing to answer questions. She does tend to tease people a little bit, but it's all in good fun and it sets a light tone for the class. 

My main advice is to go to her office hours. Even if you don't have a question about the lesson that week, just write a paragraph and have her look over it or go practice your pronunciation. She really appreciates the extra effort, and it will help your french and your relationship with her. ",75.176.80.31,"Pretty standard. Turn in your workbook on test day, a few quizzes and compositions, and of course tests. She's very flexible if you need extra time on anything (as long as you have a legitimate reason). ",4,2011-08-14 03:06:28
3002,965,"No, no, and once again no. Yes, she is a very nice lady, but horrible as a teacher. Her frequent ""hard to know"" and student centered method of teaching makes her seem like one of the students rather than a teacher. I learned absolutely nothing in this class with the exception of the titles and names of some artists. The reading she assigns has nothing to do with anything she teaches and is not necessary, unless you want to read the material just for your own knowledge since some of it is actually pretty interesting. Her grading of papers is horrible. She rarely comments on your writing and when you get a 79 with a C+ written in paranthesis next to it, and your friend gets an 80 with a B- written next to it, you wonder what that one point (and one whole grade) difference was when neither of your papers has comments on it. The good side to her is that if you want to talk to her about your paper or about the tests, or anything at all for that matter, she is very approachable and will spend as much time as you need to make sure your questions and concerns will get answered. She does have the power trip of a Graduate Art Student (which is what I think she is) in the sense that she expects you to identify exaclty what she is thinking off in your paper, the way you would in a PhD paper and that our love for art history should make this easy for us. What she forgets is that many of us are not in the class by choice, but rather by requirement. She is also big on museum visits which is fun.",,"A few papers, arbitrarily graded. A take home midterm which seems easy, but then you find out it consists of three 2-page essays that are due the next day. And a relatively easy final. Final grade is based solely on average rather than effort or participation.",2,2002-08-07 00:00:00
28220,7850,"She is the worst ""professor"" I've ever encountered at Barnard. She should be fired. When I graduate in a few years, I intend upon writing a letter outlining the various reasons why she's a bad instructor and how she ruins the lab experience. She's the kind of professor that makes me not want to donate to this school, ever.

She is not clear. She does not explain anything well, and expects her students to magically figure out what she was TRYING to say.

Not only that, she is crazy, mean, and unfair. The only way you're going to do well in this class is if you are a gifted academic, a senior, a psych major, or a total suck up - with emphasis on the latter.

An example: this semester, she randomly broke out in a yelling fit because she felt not enough people were participating during the mental rotation lab. She literally made a girl cry. Keep in mind that this lab class is full of people who don't know psychology well (no less understand the complexities of MENTAL ROTATION) and are just trying to fill the requirement. Most don't have anything insightful to say, and if they did, they wouldn't know when or how to say it because she is so unbelievably unclear.

Oh and by the way, she'll try and dock points off of your grade in any way she can. If she doesn't like you (she picks and chooses random people to not like), you're screwed.

The bottom line is you should stay far away from her if you can. If you can't, suck up to her.",160.39.54.59,papers every week. labs every week.,2,2013-04-23 16:56:28
9653,2926,"Contrary to rumors, this class wasn't bad at all.  Lectures were very interesting: he often used real-world examples to illustrate his arguments.  Sometimes he would go overboard with the math, but only for lectures--you didn't need to know the advanced material for problem sets or for the exam.  In general, the math was really, really simple--straight out of calculus.  I had a good time in this course--Prof. Onatski explains concepts very well, and makes a sincere effort to answer students' questions.",160.39.193.201,Problem sets become increasingly difficult as the semester proceeds.  The midterm and exam are okay--they don't require knowledge of untaught material.,4,2004-11-14 00:00:00
23955,6817,"Not only one of the best professors I've ever had, but by far the most effective language teacher I have ever had.  He has a very unique approach to teaching spanish, particularly grammar.  He removes memorization from the process and teaches the class a logical approach.  On top of all that, he is funny and caring.  He will always meet with you in office hours or after class. That said, he is a tough teacher that expects a lot from his students (although the workload isn't bad).  He also speaks very little english, which at times is hilarious when he tells jokes in english, but can be difficult if you're struggling with an idea and he can't explain it to you in english (which is just as well because that is probably the most effective way to learn spanish).  I think that all of this adds up to a class where you will be pushed, learn a lot, and be happy to do so.",160.39.152.197,"Not a lot of homework, but three time-consuming papers that are graded with high expectations.  A midterm which is slighlty more difficult because he teachers very little out of the book from which the test comes.  A final which isn't too bad.  ",4,2010-01-20 16:04:51
78621,8980,"I can't figure out how I feel about this class. On the one hand, I learned a lot of certain wars, as well as strategic maneuvers, which is why I wanted to take the class. On the other hand, Professor Jackson frequently gave out irrelevant or incorrect facts, had not very useful power points, was easily led on a tangent, and had virtually pointless readings. 

However, you could tell that Professor Jackson truly was interested in the subject matter, which is a plus, so for some battles he would be able to give a very good in-depth analysis of what happened. I came out of the class with a stronger knowledge of military history, and an interest to take more history classes of the sort. 

The class was often divided up in the first forty five minutes was Professor Jackson lecturing, and the latter half was watching a movie clip. It was a very easy class work-wise, and there was little class participation. When there was, the question was generally not fully resolved, and a comment was generally waved away. 

If you are interested in taking an easy history course, or are interested in building a foundation in modern warfare, take this class.",160.39.113.77,"Relatively light: a couple readings that were not at all necessary, two papers, a midterm, and a final",3,2015-05-05 18:55:55
25210,2712,"Most of the kids in the class are either SEAS or pre-med students fulfilling their requirements. The grade is based on 6 sections-- 3 midterms, a final (which counts for 2 sections), and the weekly quizzes. The lowest of the 6, based on z-scores, is dropped. 
My one biggest complaint is that McDermott seems to dwell on some subjects much more than others, while she tests us mostly on the material form the book. Class participation isn't necessary, although she does use those annoying i-clickers to see participation levels (which only count for extra credit anyways).
The TAs are all really helpful, though you should be fine without their help.",68.165.47.151,"3 midterms (25 questions each), weekly quiz in recitation, and a final; homework assignments are given as a guide but are not collected",3,2010-12-25 19:52:44
21451,2526,"Alot of the alumni complain that with a larger undergraduate population it becomes more difficult to provide the best core experience to all of the college students. Experiences with Lit Hum were extremely varied with some dying of boredom, others dealing with absurd professors, and some just stressed out. Geoff on the other hand is bar none one of the BEST LIT HUM PROFESSORS OUT THERE. My class unanimously agreed that he needed to be nominated for and win the award for best litreature humanities professor. Geoff is a genuine person and a true intellectual. He doesn't want his students to make trite comments and obvious statements about the readings, he wants a well thought out intellectual discussion. In addition he has the amazing ability to teach his students a great deal about the litreature even if they didn't do the readings. When it comes to essays his care shows with the amount of detailed and relevant comments, when you get them back half your essay will have red marks. He also prepares students extremely well for the midterms and finals. He is extremely approachable, willing to meet outside of class and overall a great guy. Count yourself extremely lucky if you have him and if not try as hard as you can to switch in.",72.245.155.58,"Extremely manageable, long readings first semester (200 pages a week) shorter second semester (100 pages a week) and 2 essays per semester. Midterm and Final both semesters that are a breeze",5,2008-08-04 00:00:00
82131,44,"***If you are capable of dealing with the 8:40am timing, TAKE THIS CLASS!

This is the single best course, with the single best professor, that you will find at Columbia University. Gulati is not only an incredible, eloquent, and comedic lecturer--he is also thoughtful and adaptable, capable of changing important structures of the class entirely to what suits each individual class the best. He may have a reputation for being hard and intimidating, but that is for people who do not do readings or homework before class. If you simply do the work assigned to you, which is, to be honest, not even that much, you will succeed in his class.

You have to come in with the right expectations. This is not an easy A. This is not a class where you will have a lot of 1-on-1 time with the professor. This is not a class where you can just be a wallflower. However, this is a class where being an active, engaged participant results in great rewards. If you work hard, this is definitely a class you can do well in. It's a class that **everyone**, not just Econ majors, should take.

I should mention that my time in Gulati's class was over Zoom. He was the only teacher whose class was as good, if not better, over Zoom than in person. Gulati actively sought input from the class over how the course should run, he brought in world-class economists, past students, and businesspeople as guest lecturers, and adapted his midterm and final to fit the Zoom structure. While his pop quizzes are annoying, they aren't a big contributor to the final grade.",69.120.182.1,"- 6 pop quizzes, all about 5 questions multiple choice (10%)
- 4 problem sets (10%)
- 75-minute midterm (30%)
- Final exam (50%)",5,2020-05-15 18:20:59
13866,4589,"The best parts about Prof Mac Adam are that he's got a sense of humor and that he's not the harshest grader I've ever had (I thought he would be because he's department head and he seems like he would grade a lot harder than he does in reality). he's really flexible about deadlines (just don't spring it on him) and he's always in his office hours. 

Also worth noting: Mac Adam is kind of crazy (like most intellectuals, I assume). He seems to be an absolute authority on anything ever published in Spanish and can (and does) outline the entire life of many authors we studied. He loves to lecture and doesn't really make a lot of room for discussion (but maybe that's good, since we as students know so little comparitively). The haters in the class pegged him as egoistic, but he's just really well-
studied. In any case, he's got the creditials to back himself up - translating shitloads of stuff (just try him on google or amazon) and got his doctorate from princeton. 

I'd recommend taking his class when you can afford to do the reading (lots) and go to his classes. It is a lot of work, but he's stellar and the curriculum is great. Worth it. 
",141.149.62.50,"reading - lots of it. Some 10-12 short stories, but you can skip one or two because midterm/final are take home essays that he wants to be short.  Overall, very doable and clearly worth doing. ",4,2006-01-14 00:00:00
22891,6479,"I agree with the first reviewer: she is a really nice person, but not that great at explaining the material. Make sure you study EVERYTHING in the book, because there was grammar that we never went over in class that was on the test. However, I disagree that she was a hard grader. As long as you put a decent amount of effort in, you'll get an A (including on the compositions). I would take her class again if I had to do it over because she's fair and the some of the exercises she came up with were really fun and creative. That being said, I don't think teaching is her passion. You know those teachers who are so enthusiastic and love what they're teaching so much that its infectious? Well, she's not one of those. But she does like it enough to impart a decent amount of knowledge with minimal pain. ",69.86.6.209,"Average. About 6 or 7 short compositions, 1 or 2 take home assignments, she's OBSESSED with online exercises and those from the red book, a midterm and a final. ",3,2009-05-21 22:44:38
22443,6334,"Wanda is a horrible lab professor. With an obvious chip on her shoulder, she obviously believes that not only is she above teaching, she is in every way above you. Asking questions will only end up with her literally laughing in your face and a condescending comment. 
She does not explain lab procedure clearly enough (she is incredibly long-winded) and she grades much too harshly. When I took my lab report to the head of the department, it was basically her telling me that all the things Wanda marked off for were things that she found no problem with. Wanda even decided that she didn't like the way the head of the department had told us how to cite references and TOOK OFF POINTS FOR THAT TOO. 
Labs are always hard to reschedule, but if you can, get out of her section. 

",160.39.119.59,"She makes almost all of the assignments that are supposed to be individual, group assignments merely because she's obviously above grading too. This can be a good and bad thing, but mostly make sure that you have your own copy of all the work, it comes in handy when studying. ",1,2009-02-17 23:48:37
16982,262,"DO NOT TAKE THIS CLASS IF YOU VALUE YOUR GPA!!! 
Everyone says that this is a total blowoff, easy A kind of class. NOT true at all. Patterson is a nice guy but he doesn't teach at all. His lectures are nothing but meaningless babble, with a few songs here and there. His problem sets are hard and have little to do with the notes or book. Also his midterm and finals have almost nothing to do with the book and have absolutely nothing to do with the problem sets. Basically, nothing is related to anything and he rambles instead of teaching the material. This is NOT an easy course and one could find a much better way to fulfill their science requirement. ",160.39.146.105,"5 problem sets, all pretty hard. Midterm - fairly hard, Final - class was ill-prepared and he gave almost zero review. ",1,2006-12-19 00:00:00
13322,985,"One of the best classes I've taken at Columbia. This class changed the way I think about social, economic, and political issues by giving me a deeper understanding of various themems of American life have evolved.  The lectures are very well organized and discussion sections help you analyze general themes and connect the cause-and-effect of various events.  I wholeheartedly recommend this class to everyone, especially those of us who attended mediocre high schools with lousy general-ed history classes.",128.59.156.108,"Midterm, Final, 10-page paper about the relevance of primary source to its time",4,2005-12-18 00:00:00
11232,3713,"Annie Dutoit is by far the coolest language professor Ive ever had, and Ive been around the block. Shes comitted to having the students understanding the material in the funnest most comprehensive way she can. Shes fun in class, so clear and direct, DEFINETLY take her class.",160.39.103.240,"Two written papers, quizes, midterm and final but TOTALLY manageable. She makes sure youre ready for everything. Like I said, she rocks. ",4,2005-01-18 00:00:00
83239,8846,"I took Machine Learning with Professor Hsu in Fall B 2020 and I truly loved the course. He is a very chill person but also obviously a genius (that h-index though!); that combination made the class really rewarding, at least in my opinion. I really liked his lecturing pace and methodology, as he would carefully walk us through the math of everything step-by-step, so that we could truly understand the statistical and linear algebra foundations of all the different modeling algorithms. I also really enjoyed the homeworks; I felt they were highly challenging but doable in the end -- especially with groupwork!! Maybe the downside is that the class is not curved, so I felt high pressure to achieve perfect grades on everything. But, that's better than getting straight 50s in Verma's class, in my opinion; you can focus on truly understanding and appreciating the material as opposed to ""beating the curve."" Overall, lovely class, and I miss it.",,,,2021-02-01 00:00:00
8607,2653,"This class was horribly confusing. Not the programming part, that was pretty easy. I already knew C++, Cocoa, Java, Obj-C, Visual Basic, MySQL, JS, etc. 
The theory part was what was absolutely ridiculous. The theories introduced were NOT introductory material. They were very abstract, and horribly explained by both the professor and the book. After I kept getting back homework assignments in the 60s, I thought I was going to fail the class until I realized that most people were doing worse than I was.",160.39.147.130,"The programming assignments were totally reasonable for an introductory class, and the TAs were indeed generally quite helpful. Ludicrously long and confusing theory homework assignments. A lot of the material wasn't even in the (poorly written) book, so if you missed a class you were screwed. 
Tedious things like converting words into binary. Really weird stuff about terminal strings and stuff I still don't understand. I managed to walk out with an A anyway. ",1,2004-05-08 00:00:00
79293,6685,"Let's be honest, you're only on here to find if his class is an easy A. If you complete the two papers and show up to class, you'll get an A.",82.69.150.62,"Two papers (no more than 1500 words).
Midterm and final which he designs himself, not the one the rest of the class takes.",3,2016-08-10 10:14:54
82760,8439,"not too difficult of content, too difficult of a test. 
too much memorization instead of APPLICATION, a much more valuable skill. ",10.1.31.214,not bad at all,3,2022-11-17 23:25:24
11072,3668,"Professor Fleischer is okay. I must confess that when I first met her, I hated her. My classmates would laugh after class while explaining to me how unhappy I looked and asking why did I roll my eyes so many times. But Fleischer definitely got better as time passed....and we took control of the class.

Although many people found her to have a mono-optic view on the literature we read, Fleischer is not really so. If you give your point of view and can support it well, then she will agree with you...and if both sides of an argument can support it well, she'll agree with BOTH of you...and really, id rather she not take sides.

I was constantly late for class but managed to pull a B+ anyway. She is a MAJOR stickler for grammar which was a complete piss off to me since we spent HALF of each class talking about the mistakes in various papers. And the paper did have to be written about a topic that she thought good, not the one you actually choose.

But otherwise, I think the problem with the class was due more to the fact that Legacy is a boring class with readings that I've done three times since fifth grade (i.e. The Odyssey) but if you interject your opinions and participate at least once every class, you'll do fine.

Also I give her props for taking over my class after Professor Baechler passed away. She was compassionate and did not complain.",69.22.249.58,"about 3 papers (keep them concise), reading which you don't REALLY have to do if other people are doing it (use spark.com, and a provocation (when you choose a passage from the reading to discuss in class and make up two questiona about it) -- overall, really easy....except when she thought we would actually read 200 pgs of Don Quixote in less than four days...yeah right!",2,2005-01-11 00:00:00
4286,1660,"This was one of the most frustrating experiences I have had in the classroom. 
Worman seemed to have virtually no interest in teaching a class at this level. 
1200 level courses are intermediate. You begin to translate texts but are not expected to know the language perfectly. 
The course helps to cement your knowledge of grammar but reviewing as certain types of syntax arise in the course. 
But Worman just wanted to talk about the larger themes of the texts we read. Her grammar instruction was totally inadequate for all but perhaps 2 students in the class. When I took the equivalent class in Latin I finished that course much more sequre in my knowldge, but I feel I know just as little Greek as I did going in to Worman's class. It was a total waste. I learned a few (literally, I mean 3-5) vocabulary words and was reminded of a few syntactic uses but am no more comfortable with the language. I feel I was done a serious disservice and feel cheated. I was shocked to hear Worman say she took this no grammar approach intentionally and with full knowledge. She said that the department loses a great deal of its students at the 1200 level and she hoped to retain more by discussing content more. Well I have news for her, 1200 is designed as it is for a reason and if another semester of this damn language weren't required for my major I would never take it again thanks to her. 
Some of her lectures were somewhat interesting, but the vast majority I found pretentious and jargon-filled and lacked grounding with any specfics or examples. 
She assigned 3 articles for us to read and write responses to. Two were incomprehensible and one was simply wrong in its conclusion. Are there really so few classical scholars out there that she was unable to find three really good, well-argued, understandable articles for us to read? This was another of her faults: she just didn't understand the difficulty of her assignments. She seemed to get that we thought they were hard, but thought we were overreacting or something. Greek is hard, I understand that, but there is no reason a teacher has to make it harder by assigning unreasonably long translations and passages to be learned for quizzes. 
Worman seems to be well liked by her students in lecture classes and I can see why. She can be nice and is not unwilling to follow the discussion on a tangent or tell a funny story and some people are not bothered by pretention. But if you want to learn anything about grammar, stay away, Find yourself a competent grad student; in my experience they do a much better job in this area.",,"quite a lot, and more than she said it would be: 1-1.5 Stephanus pages per class, 3 written responses to articles, several quizzes, hard midterm and final",2,2003-01-07 00:00:00
26681,7578,"First, let's be clear that professor Hom is a very, very kind person. Her teaching, however, leaves something to be desired. Classes go at a little faster pace than what most would like and most of the time it seems like she is just rewriting equations and steps from the book on the blackboard. Also, there is very little student participation in the classroom and it is VERY easy to zone out. If you're a math whiz who can get an A just by showing up for the midterms and the final, by all means take Professor Hom's class. If you're taking it as a prerequisite for Econ or something, don't even bother. ",209.2.210.119,"Sweet mother of Zeus' balls, there was a lot of homework. Weekly problem sets with at least 25 problems each (lowest one is dropped). 2 midterms and final.",2,2011-12-22 08:52:53
13341,310,"I was in the midst of studying for my final in this class, and I realized I had to write a review for it. As many others have said, Professor de la Pena is a nice man with good intentions.  Most people's first reaction to him was ""awww he's so adorable"". However, I don't know how he is still teaching this class. With all the terrible evaluations he must receive annually, it is unfortunate that he has not taken advice from them or actually learned how to teach! Class lectures usually have nothing to do with assigned problem sets. Things are completely unclear and it is very obvious, to me at least, that the class as a whole is lost. Professor de la Pena will randomly call on people if no one responds to a question, he just doesn't seem to understand that everyone is confused. DO NOT take this class! I took it to fill a requirement and I cannot wait until tomorrow when I will never have to look at this stuff again. TA's are not helpful at all. I went to office hours every week, but I went to speak to others in the class, not the TA.",205.188.117.69,"Weekly problem sets, 2 quizzes (lowest dropped), midterm, final",1,2005-12-19 00:00:00
